"﻿""SYMBOL",COMPANY NAME,SUBJECT,DETAILS,BROADCAST DATE/TIME,RECEIPT,DISSEMINATION,DIFFERENCE,"ATTACHMENT""",<!DOCTYPE html>
ROCKINGDCE,Rockingdeals Circular Economy Limited,Trading Window,"Rockingdeals Circular Economy Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",02-Dec-2023 15:59:58,2023-12-02 15:59:58,02-Dec-2023 16:00:02,00:00:04,https://nsearchives.nseindia.com/corporate/ROCKINGDCE_02122023155958_IntimationofClosureTradingwindow.pdf,
SPECTSTM,Spectrum Talent Management Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Spectrum Talent Management Limited has informed the Exchange about Schedule of meet,02-Dec-2023 15:30:20,2023-12-02 15:30:20,02-Dec-2023 15:30:24,00:00:04,https://nsearchives.nseindia.com/corporate/SPECTSTM_02122023153021_NOTICE.pdf,
MAITREYA,Maitreya Medicare Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Maitreya Medicare Limited has informed the Exchange about,02-Dec-2023 12:01:34,2023-12-02 12:01:34,02-Dec-2023 12:01:38,00:00:04,https://nsearchives.nseindia.com/corporate/MAITREYA_02122023120134_ANNOUNCEMENT.pdf,
DIGIKORE,Digikore Studios Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Digikore Studios Limited has informed the Exchange about,02-Dec-2023 11:33:32,2023-12-02 11:33:32,02-Dec-2023 11:33:36,00:00:04,https://nsearchives.nseindia.com/corporate/DIGIKORE_02122023113332_OUTCOME.pdf,
ANLON,Anlon Technology Solutions Limited,Updates,"Anlon Technology Solutions Limited has informed the Exchange regarding 'Disclosure under Regulation 30(4) & (6) of SEBI (Listing Obligations and Disclosure Requirements)Regulations, 2015'.",01-Dec-2023 19:27:42,2023-12-01 19:27:42,01-Dec-2023 19:27:48,00:00:06,https://nsearchives.nseindia.com/corporate/ANLON_01122023192742_Regulation30_4_.pdf,
DOLLEX,Dollex Agrotech Limited,Price movement,"Significant movement in price has been observed in Dollex Agrotech Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",01-Dec-2023 18:55:52,2023-12-01 18:55:52,01-Dec-2023 18:55:57,"00:00:05,",,
CANARYS,Canarys Automations Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Canarys Automations Limited has informed the Exchange about Schedule of meet,01-Dec-2023 18:18:48,2023-12-01 18:18:48,01-Dec-2023 18:18:53,00:00:05,https://nsearchives.nseindia.com/corporate/CANARYS_01122023181848_Prior_Intimation_of_Investor_Meet_to_NSE_VC_Revised_Canarys.pdf,
ARIHANTACA,Arihant Academy Limited,Updates,"Arihant Academy Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 for starting of new coaching classes'.",01-Dec-2023 17:26:00,2023-12-01 17:26:00,01-Dec-2023 17:26:07,00:00:07,https://nsearchives.nseindia.com/corporate/ARIHANTACA_01122023172600_Disclosure_under_Reg_30_for_Matunga.pdf,
UCL,Ushanti Colour Chem Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,USHANTI COLOUR CHEM LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,01-Dec-2023 17:17:16,2023-12-01 17:17:16,01-Dec-2023 17:17:21,00:00:05,https://nsearchives.nseindia.com/corporate/xbrl/UCL_01122023171716_CIM_14932_993107_01122023051715_WEB.xml,
UCL,Ushanti Colour Chem Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,USHANTI COLOUR CHEM LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,01-Dec-2023 17:15:23,2023-12-01 17:15:23,01-Dec-2023 17:15:27,00:00:04,https://nsearchives.nseindia.com/corporate/xbrl/UCL_01122023171523_CIM_14931_993104_01122023051522_WEB.xml,
BHALCHANDR,Bhalchandram Clothing Limited,Board Meeting Intimation,BHALCHANDRAM CLOTHING LIMITED has informed the Exchange about Board Meeting to be held on 03-Nov-2023 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2023 .,27-Oct-2023 23:30:40,2023-10-27 23:30:40,27-Oct-2023 23:30:46,00:00:06,https://nsearchives.nseindia.com/corporate/xbrl/BHALCHANDR_27102023233040_PRIOR_INTIMATION_12755_969735_27102023113039_WEB.xml,
BDR,BDR Buildcon Limited,Trading Window,"BDR Buildcon Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",22-Oct-2023 17:22:24,2023-10-22 17:22:24,22-Oct-2023 17:22:30,00:00:06,https://nsearchives.nseindia.com/corporate/BDR_22102023172225_IntimationBM.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Updates,"GIR Natureview Resorts Limited has informed the Exchange regarding 'SDD compliance certificate for the quarter ended September 30, 2023'.",19-Oct-2023 18:42:18,2023-10-19 18:42:18,19-Oct-2023 18:42:22,00:00:04,https://nsearchives.nseindia.com/corporate/GIRRESORTS_19102023184218_nse.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Updates,"GIR Natureview Resorts Limited has informed the Exchange regarding 'SDD compliance certificate for the quarter ended September 30, 2023'.",18-Oct-2023 17:38:01,2023-10-18 17:38:01,18-Oct-2023 17:38:07,00:00:06,https://nsearchives.nseindia.com/corporate/GIRRESORTS_18102023173801_resort.pdf,
3RDROCK,3rd Rock Multimedia Limited,Updates,"3rd Rock Multimedia Limited has informed the Exchange regarding 'SDD Compliance Certificate for the quarter ended September 30, 2023'.",18-Oct-2023 13:06:08,2023-10-18 13:06:08,18-Oct-2023 13:06:18,00:00:10,https://nsearchives.nseindia.com/corporate/3RDROCK_18102023130608_rock.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Updates,"GIR Natureview Resorts Limited has informed the Exchange regarding 'Non-applicability of Corporate Governance [Regulation 27(2) of the Securities and Exchange Board of India (Listing Obligation and Disclosure Requirements) Regulations, 2015'.",13-Oct-2023 17:50:22,2023-10-13 17:50:22,13-Oct-2023 17:50:34,00:00:12,https://nsearchives.nseindia.com/corporate/GIRRESORTS_13102023175022_NSE.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","GIR Natureview Resorts Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",13-Oct-2023 17:47:27,2023-10-13 17:47:27,13-Oct-2023 17:47:32,00:00:05,https://nsearchives.nseindia.com/corporate/GIRRESORTS_13102023174727_ilovepdf_merged.pdf,
BDR,BDR Buildcon Limited,Trading Window,"BDR Buildcon Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",22-Oct-2023 17:22:24,2023-10-22 17:22:24,22-Oct-2023 17:22:31,00:00:07,https://nsearchives.nseindia.com/corporate/BDR_22102023172225_IntimationBM.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Updates,"GIR Natureview Resorts Limited has informed the Exchange regarding 'SDD compliance certificate for the quarter ended September 30, 2023'.",19-Oct-2023 18:42:18,2023-10-19 18:42:18,19-Oct-2023 18:42:23,00:00:05,https://nsearchives.nseindia.com/corporate/GIRRESORTS_19102023184218_nse.pdf,
3RDROCK,3rd Rock Multimedia Limited,Updates,"3rd Rock Multimedia Limited has informed the Exchange regarding 'SDD Compliance Certificate for the quarter ended September 30, 2023'.",18-Oct-2023 13:06:08,2023-10-18 13:06:08,18-Oct-2023 13:06:17,00:00:09,https://nsearchives.nseindia.com/corporate/3RDROCK_18102023130608_rock.pdf,
UCL,Ushanti Colour Chem Limited,Cessation,"Ushanti Colour Chem Limited has informed the Exchange regarding Cessation of Ms Anjali Mukeshbhai Samani as Company Secretary & Compliance Officer of the company w.e.f. December 01, 2023.",01-Dec-2023 17:11:18,2023-12-01 17:11:18,01-Dec-2023 17:11:23,00:00:05,https://nsearchives.nseindia.com/corporate/UCL_01122023171118_Reg30.pdf,
LLOYDS,Lloyds Luxuries Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,LLOYDS LUXURIES LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,02-12-2023 23:16,02-12-2023 23:16,02-12-2023 23:16,00:00:04,https://nsearchives.nseindia.com/corporate/xbrl/LLOYDS_02122023231641_CIM_14958_993425_02122023111640_WEB.xml,
LLOYDS,Lloyds Luxuries Limited,Resignation,"Lloyds Luxuries Limited has informed the Exchange regarding Resignation of Ms Shubhada Mahendra Shirke as Company Secretary & Compliance Officer of the company w.e.f. December 02, 2023.",02-12-2023 22:40,02-12-2023 22:40,02-12-2023 22:40,00:00:05,https://nsearchives.nseindia.com/corporate/LLOYDS_02122023224053_FilingCopy_Sd.pdf,
PARAGON,Paragon Fine and Speciality Chemical Limited,Investor Presentation,Paragon Fine and Speciality Chemical Limited has informed the Exchange about Investor Presentation,02-12-2023 20:13,02-12-2023 20:13,02-12-2023 20:13,00:00:03,https://nsearchives.nseindia.com/corporate/PARAGON_02122023201345_PARAGONPPTDEC1.pdf,
BASILIC,Basilic Fly Studio Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Basilic Fly Studio Limited has informed the Exchange about Schedule of meet,02-12-2023 19:46,02-12-2023 19:46,02-12-2023 19:46,00:00:04,https://nsearchives.nseindia.com/corporate/BASILIC_02122023194637_Prior_Intimation_Investor_and_Analysts_Call.pdf,
VINSYS,Vinsys IT Services India Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Vinsys It Services India Limited has informed the Exchange about Transcript,02-12-2023 18:17,02-12-2023 18:17,02-12-2023 18:17,00:00:07,https://nsearchives.nseindia.com/corporate/VINSYS_02122023181743_Intimation.pdf,
DESTINY,Destiny Logistics & Infra Limited,Shareholders meeting,Destiny Logistics & Infra Limited has informed the Exchange regarding Notice of Postal Ballot,02-12-2023 18:17,02-12-2023 18:17,02-12-2023 18:17,00:00:05,https://nsearchives.nseindia.com/corporate/DESTINY_02122023181737_IntimationofPostalBallotNotice.pdf,
AGARWALFT,Agarwal Float Glass India Limited,Book Closure,Agarwal Float Glass India Limited has informed the Exchange that Register of Members & Share Transfer Books of the Company will remain closed from 16-Dec-2023 to 22-Dec-2023 for the purpose of Annual General Meeting.,02-12-2023 17:22,02-12-2023 17:22,02-12-2023 17:22,00:00:05,https://nsearchives.nseindia.com/corporate/AGARWALFT_02122023172241_bookclosurerecorddatefloat.pdf,
AGARWALFT,Agarwal Float Glass India Limited,Copy of Newspaper Publication,Agarwal Float Glass India Limited has informed the Exchange about Copy of Newspaper Publication related to AGM,02-12-2023 16:38,02-12-2023 16:38,02-12-2023 16:38,00:00:06,https://nsearchives.nseindia.com/corporate/AGARWALFT_02122023163823_FLOATNEWSPAPERAGMOCRfinal.pdf,
NEWJAISA,Newjaisa Technologies Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Newjaisa Technologies Limited has informed the Exchange about Schedule of meet,02-12-2023 16:02,02-12-2023 16:02,02-12-2023 16:02,00:00:07,https://nsearchives.nseindia.com/corporate/NEWJAISA_02122023160240_AnnouncementNuvama.pdf,
ROCKINGDCE,Rockingdeals Circular Economy Limited,Trading Window,"Rockingdeals Circular Economy Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",02-12-2023 15:59,02-12-2023 15:59,02-12-2023 16:00,00:00:04,https://nsearchives.nseindia.com/corporate/ROCKINGDCE_02122023155958_IntimationofClosureTradingwindow.pdf,
SPECTSTM,Spectrum Talent Management Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Spectrum Talent Management Limited has informed the Exchange about Schedule of meet,02-12-2023 15:30,02-12-2023 15:30,02-12-2023 15:30,00:00:04,https://nsearchives.nseindia.com/corporate/SPECTSTM_02122023153021_NOTICE.pdf,
MAITREYA,Maitreya Medicare Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Maitreya Medicare Limited has informed the Exchange about,02-12-2023 12:01,02-12-2023 12:01,02-12-2023 12:01,00:00:04,https://nsearchives.nseindia.com/corporate/MAITREYA_02122023120134_ANNOUNCEMENT.pdf,
DIGIKORE,Digikore Studios Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Digikore Studios Limited has informed the Exchange about,02-12-2023 11:33,02-12-2023 11:33,02-12-2023 11:33,00:00:04,https://nsearchives.nseindia.com/corporate/DIGIKORE_02122023113332_OUTCOME.pdf,
ANLON,Anlon Technology Solutions Limited,Updates,"Anlon Technology Solutions Limited has informed the Exchange regarding 'Disclosure under Regulation 30(4) & (6) of SEBI (Listing Obligations and Disclosure Requirements)Regulations, 2015'.",01-12-2023 19:27,01-12-2023 19:27,01-12-2023 19:27,00:00:06,https://nsearchives.nseindia.com/corporate/ANLON_01122023192742_Regulation30_4_.pdf,
DOLLEX,Dollex Agrotech Limited,Price movement,"Significant movement in price has been observed in Dollex Agrotech Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, has written to the company. The response from the company is awaited.",01-12-2023 18:55,01-12-2023 18:55,01-12-2023 18:55,"00:00:05,",,
CANARYS,Canarys Automations Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Canarys Automations Limited has informed the Exchange about Schedule of meet,01-12-2023 18:18,01-12-2023 18:18,01-12-2023 18:18,00:00:05,https://nsearchives.nseindia.com/corporate/CANARYS_01122023181848_Prior_Intimation_of_Investor_Meet_to_NSE_VC_Revised_Canarys.pdf,
ARIHANTACA,Arihant Academy Limited,Updates,"Arihant Academy Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 for starting of new coaching classes'.",01-12-2023 17:26,01-12-2023 17:26,01-12-2023 17:26,00:00:07,https://nsearchives.nseindia.com/corporate/ARIHANTACA_01122023172600_Disclosure_under_Reg_30_for_Matunga.pdf,
UCL,Ushanti Colour Chem Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,USHANTI COLOUR CHEM LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,01-12-2023 17:17,01-12-2023 17:17,01-12-2023 17:17,00:00:05,https://nsearchives.nseindia.com/corporate/xbrl/UCL_01122023171716_CIM_14932_993107_01122023051715_WEB.xml,
UCL,Ushanti Colour Chem Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,USHANTI COLOUR CHEM LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,01-12-2023 17:15,01-12-2023 17:15,01-12-2023 17:15,00:00:04,https://nsearchives.nseindia.com/corporate/xbrl/UCL_01122023171523_CIM_14931_993104_01122023051522_WEB.xml,
UCL,Ushanti Colour Chem Limited,Cessation,"Ushanti Colour Chem Limited has informed the Exchange regarding Cessation of Ms Anjali Mukeshbhai Samani as Company Secretary & Compliance Officer of the company w.e.f. December 01, 2023.",01-12-2023 17:11,01-12-2023 17:11,01-12-2023 17:11,00:00:05,https://nsearchives.nseindia.com/corporate/UCL_01122023171118_Reg30.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Related Party Transactions,GIR Natureview Resorts Limited has informed the Exchange about related Party Transactions,11-11-2023 16:22,11-11-2023 16:22,11-11-2023 16:22,00:00:04,https://nsearchives.nseindia.com/corporate/GIRRESORTS_11112023162223_RPTGIRSD2023.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Outcome of Board Meeting,"GIR Natureview Resorts Limited has informed the Exchange regarding  Board meeting held on November 11, 2023.",11-11-2023 16:14,11-11-2023 16:14,11-11-2023 16:14,00:00:04,https://nsearchives.nseindia.com/corporate/GIRRESORTS_11112023161412_NewBMOutcome14112023GIR.pdf,
3RDROCK,3rd Rock Multimedia Limited,Related Party Transactions,3rd Rock Multimedia Limited has informed the Exchange about related Party Transactions,11-11-2023 14:59,11-11-2023 14:59,11-11-2023 14:59,00:00:05,https://nsearchives.nseindia.com/corporate/3RDROCK_11112023145902_rpt3rdrockSD.pdf,
3RDROCK,3rd Rock Multimedia Limited,Outcome of Board Meeting,"3rd Rock Multimedia Limited has informed the Exchange regarding  Board meeting held on November 11, 2023.",11-11-2023 14:37,11-11-2023 14:37,11-11-2023 14:37,00:00:03,https://nsearchives.nseindia.com/corporate/3RDROCK_11112023143702_Finalbmoutcome3rdrock.pdf,
ABNINT,A B N Intercorp Limited,Outcome of Board Meeting,"A B N Intercorp Limited has informed the Exchange regarding  Board meeting held on November 10, 2023.",10-11-2023 17:26,10-11-2023 17:26,10-11-2023 17:27,00:00:26,https://nsearchives.nseindia.com/corporate/ABNINT_10112023172655_BMOutcome.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Board Meeting Adjourned,"Postpone of Meeting of the Board of Directors of GIR Natureview Resorts Limited schedule to be held on today i.e. Monday 6thNovember, 2023.",06-11-2023 16:58,06-11-2023 16:58,06-11-2023 16:58,00:00:10,https://nsearchives.nseindia.com/corporate/GIRRESORTS_06112023165826_adjournmentnoticeGIR.pdf,
3RDROCK,3rd Rock Multimedia Limited,Board Meeting Adjourned,"Postpone of Meeting of the Board of Directors of 3rd Rock Multimedia Limited schedule to be held on today i.e. Monday 06th November, 2023.",06-11-2023 15:29,06-11-2023 15:29,06-11-2023 15:29,00:00:04,https://nsearchives.nseindia.com/corporate/3RDROCK_06112023152902_BMIntimation3rdrock.pdf,
BDR,BDR Buildcon Limited,Outcome of Board Meeting,"BDR Buildcon Limited has informed the Exchange regarding  Board meeting held on November 05, 2023.",05-11-2023 16:32,05-11-2023 16:32,05-11-2023 16:32,00:00:09,https://nsearchives.nseindia.com/corporate/BDR_05112023163209_FinancialsSep2023merged.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Board Meeting Adjourned,"Postpone of Meeting of the Board of Directors of GIR Natureview Resorts Limited schedule to be held on today i.e.Saturday4thNovember, 2023.",04-11-2023 14:28,04-11-2023 14:28,04-11-2023 14:28,00:00:03,https://nsearchives.nseindia.com/corporate/GIRRESORTS_04112023142836_adjournmentnotice.pdf,
3RDROCK,3rd Rock Multimedia Limited,Board Meeting Adjourned,"Postpone of Meeting of the Board of Directors of 3rd Rock Multimedia Limited schedule to be held on today i.e. Saturday 04th November, 2023.",04-11-2023 14:24,04-11-2023 14:24,04-11-2023 14:24,00:00:02,https://nsearchives.nseindia.com/corporate/3RDROCK_04112023142400_BMIntimationadjourn.pdf,
BHALCHANDR,Bhalchandram Clothing Limited,Outcome of Board Meeting,"Bhalchandram Clothing Limited has informed the Exchange regarding  Board meeting held on November 03, 2023.",03-11-2023 16:12,03-11-2023 16:12,03-11-2023 16:13,00:00:04,https://nsearchives.nseindia.com/corporate/BHALCHANDR_03112023161258_BMOutcomeBCLSigned.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Updates,GIR Natureview Resorts Limited has informed the Exchange regarding 'Intimation of Board Meeting.'.,28-10-2023 16:11,28-10-2023 16:11,28-10-2023 16:11,00:00:03,https://nsearchives.nseindia.com/corporate/GIRRESORTS_28102023161131_BMIntimtionGIR.pdf,
3RDROCK,3rd Rock Multimedia Limited,Updates,"3rd Rock Multimedia Limited has informed the Exchange regarding 'Intimation of Notice of 03/2023-2024 Board Meeting Schedule to be held on Saturday, 04th November, 2023'.",28-10-2023 16:01,28-10-2023 16:01,28-10-2023 16:01,00:00:04,https://nsearchives.nseindia.com/corporate/3RDROCK_28102023160139_BMIntimation.pdf,
BHALCHANDR,Bhalchandram Clothing Limited,Board Meeting Intimation,BHALCHANDRAM CLOTHING LIMITED has informed the Exchange about Board Meeting to be held on 03-Nov-2023 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2023 .,27-10-2023 23:30,27-10-2023 23:30,27-10-2023 23:30,00:00:06,https://nsearchives.nseindia.com/corporate/xbrl/BHALCHANDR_27102023233040_PRIOR_INTIMATION_12755_969735_27102023113039_WEB.xml,
BDR,BDR Buildcon Limited,Trading Window,"BDR Buildcon Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",22-10-2023 17:22,22-10-2023 17:22,22-10-2023 17:22,00:00:06,https://nsearchives.nseindia.com/corporate/BDR_22102023172225_IntimationBM.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Updates,"GIR Natureview Resorts Limited has informed the Exchange regarding 'SDD compliance certificate for the quarter ended September 30, 2023'.",19-10-2023 18:42,19-10-2023 18:42,19-10-2023 18:42,00:00:04,https://nsearchives.nseindia.com/corporate/GIRRESORTS_19102023184218_nse.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Updates,"GIR Natureview Resorts Limited has informed the Exchange regarding 'SDD compliance certificate for the quarter ended September 30, 2023'.",18-10-2023 17:38,18-10-2023 17:38,18-10-2023 17:38,00:00:06,https://nsearchives.nseindia.com/corporate/GIRRESORTS_18102023173801_resort.pdf,
3RDROCK,3rd Rock Multimedia Limited,Updates,"3rd Rock Multimedia Limited has informed the Exchange regarding 'SDD Compliance Certificate for the quarter ended September 30, 2023'.",18-10-2023 13:06,18-10-2023 13:06,18-10-2023 13:06,00:00:10,https://nsearchives.nseindia.com/corporate/3RDROCK_18102023130608_rock.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Updates,"GIR Natureview Resorts Limited has informed the Exchange regarding 'Non-applicability of Corporate Governance [Regulation 27(2) of the Securities and Exchange Board of India (Listing Obligation and Disclosure Requirements) Regulations, 2015'.",13-10-2023 17:50,13-10-2023 17:50,13-10-2023 17:50,00:00:12,https://nsearchives.nseindia.com/corporate/GIRRESORTS_13102023175022_NSE.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","GIR Natureview Resorts Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",13-10-2023 17:47,13-10-2023 17:47,13-10-2023 17:47,00:00:05,https://nsearchives.nseindia.com/corporate/GIRRESORTS_13102023174727_ilovepdf_merged.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Board Meeting Adjourned,"Postpone of Meeting of the Board of Directors of GIR Natureview Resorts Limited schedule to be held on today i.e.Saturday4thNovember, 2023.",04-11-2023 14:28,04-11-2023 14:28,04-11-2023 14:28,00:00:04,https://nsearchives.nseindia.com/corporate/GIRRESORTS_04112023142836_adjournmentnotice.pdf,
3RDROCK,3rd Rock Multimedia Limited,Board Meeting Adjourned,"Postpone of Meeting of the Board of Directors of 3rd Rock Multimedia Limited schedule to be held on today i.e. Saturday 04th November, 2023.",04-11-2023 14:24,04-11-2023 14:24,04-11-2023 14:24,00:00:03,https://nsearchives.nseindia.com/corporate/3RDROCK_04112023142400_BMIntimationadjourn.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Updates,GIR Natureview Resorts Limited has informed the Exchange regarding 'Intimation of Board Meeting.'.,28-10-2023 16:11,28-10-2023 16:11,28-10-2023 16:11,00:00:04,https://nsearchives.nseindia.com/corporate/GIRRESORTS_28102023161131_BMIntimtionGIR.pdf,
3RDROCK,3rd Rock Multimedia Limited,Updates,"3rd Rock Multimedia Limited has informed the Exchange regarding 'Intimation of Notice of 03/2023-2024 Board Meeting Schedule to be held on Saturday, 04th November, 2023'.",28-10-2023 16:01,28-10-2023 16:01,28-10-2023 16:01,00:00:06,https://nsearchives.nseindia.com/corporate/3RDROCK_28102023160139_BMIntimation.pdf,
BDR,BDR Buildcon Limited,Trading Window,"BDR Buildcon Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",22-10-2023 17:22,22-10-2023 17:22,22-10-2023 17:22,00:00:07,https://nsearchives.nseindia.com/corporate/BDR_22102023172225_IntimationBM.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Updates,"GIR Natureview Resorts Limited has informed the Exchange regarding 'SDD compliance certificate for the quarter ended September 30, 2023'.",19-10-2023 18:42,19-10-2023 18:42,19-10-2023 18:42,00:00:05,https://nsearchives.nseindia.com/corporate/GIRRESORTS_19102023184218_nse.pdf,
3RDROCK,3rd Rock Multimedia Limited,Updates,"3rd Rock Multimedia Limited has informed the Exchange regarding 'SDD Compliance Certificate for the quarter ended September 30, 2023'.",18-10-2023 13:06,18-10-2023 13:06,18-10-2023 13:06,00:00:09,https://nsearchives.nseindia.com/corporate/3RDROCK_18102023130608_rock.pdf,
UCL,Ushanti Colour Chem Limited,Resignation,"Ushanti Colour Chem Limited has informed the Exchange regarding Resignation of Ms Anjali Mukeshbhai Samani as Company Sec of the company w.e.f. December 01, 2023.",01-12-2023 17:07,01-12-2023 17:07,01-12-2023 17:08,00:00:04,https://nsearchives.nseindia.com/corporate/UCL_01122023170759_Reg30.pdf,
MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Vaidya Sane Ayurved Laboratories Limited has informed the Exchange about Investor Meet-Outcome with Motilal Oswal,01-12-2023 16:57,01-12-2023 16:57,01-12-2023 16:57,00:00:05,https://nsearchives.nseindia.com/corporate/MADHAVBAUG_01122023165750_Outcome_Investor_Meet_MOSL_Signed.pdf,
MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Vaidya Sane Ayurved Laboratories Limited has informed the Exchange about Investor Meet-Outcome,01-12-2023 16:54,01-12-2023 16:54,01-12-2023 16:54,00:00:05,https://nsearchives.nseindia.com/corporate/MADHAVBAUG_01122023165401_Outcome_Investor_Meet_Sovrenn_Signed.pdf,
TIMESCAN,Timescan Logistics (India) Limited,Updates,"Timescan Logistics (India) Limited has informed the Exchange regarding 'Opening of Branch office of the Company at Hyderabad Location under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations & Disclosure Requirements) Regulations, 2015'.",01-12-2023 16:25,01-12-2023 16:25,01-12-2023 16:25,00:00:05,https://nsearchives.nseindia.com/corporate/TIMESCAN_01122023162520_Covering_Letter.pdf,
ABCOTS,A B Cotspin India Limited,Updates,A B Cotspin India Limited has informed the Exchange regarding ''.Receipt of Demand Order from Excise & Taxation Officer - cum - Designated Officer.,01-12-2023 15:44,01-12-2023 15:44,01-12-2023 15:44,00:00:04,https://nsearchives.nseindia.com/corporate/ABCOTS_01122023154413_Intimation.pdf,
SRIRAM,Shri Ram Switchgears Limited,Shareholders meeting,"Shri Ram Switchgears Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on November 30, 2023. Further, the company has informed the Exchange regarding voting results along with copy of scrutinizers report together with copy of minutes.",01-12-2023 13:54,01-12-2023 13:54,01-12-2023 13:54,00:00:04,https://nsearchives.nseindia.com/corporate/SRIRAM_01122023135421_AGM_outcome.pdf,
SEL,Sungarner Energies Limited,Price movement,"Significant movement in price has been observed in Sungarner Energies Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Sungarner Energies Limited has submitted their response.",01-12-2023 13:40,01-12-2023 13:40,01-12-2023 13:40,00:00:08,https://nsearchives.nseindia.com/corporate/SEL_01122023134031_movemeninpriceofSungarnerEnergiesLtd.pdf,
